timestamp,score_50bar,signal_50bar,score_250bar,signal_250bar,bars_50,bars_250,proj_move_usd_50bar,slope_upper_50bar,slope_lower_50bar,apex_min_50bar,apex_price_50bar,mid_travel_50bar,proj_move_usd_250bar,slope_upper_250bar,slope_lower_250bar,apex_min_250bar,apex_price_250bar,mid_travel_250bar
2026-07-23 04:26:00,0.393539,0,0.00375,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:28:00,0.40377,0,0.004711,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:29:05,0.274811,0,0.013104,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:29:00,0.328775,0,0.00516,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:30:00,0.29629,0,0.006227,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:32:00,0.298814,0,0.010722,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:33:00,0.196224,0,0.01929,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:35:00,0.24613,0,0.004337,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:36:00,0.253124,0,0.004193,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:37:00,0.239962,0,0.007367,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:38:40,0.153838,0,0.015775,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:38:00,0.172317,0,0.005296,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:41:00,0.157979,0,0.006281,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:42:00,0.161551,0,0.012198,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:43:50,0.122312,0,0.020367,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:43:00,0.168922,0,0.010198,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:45:00,0.163502,0,0.013012,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:46:00,0.219499,0,0.038479,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:47:00,0.181981,0,0.068659,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:48:00,0.200664,0,0.033355,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:49:00,0.213566,0,0.044577,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:50:00,0.299976,0,0.095733,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:51:00,0.347025,0,0.136059,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:52:00,0.463242,0,0.069532,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:53:00,0.509115,0,0.077301,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:54:42,0.490087,0,0.085722,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:56:00,0.446578,0,0.023416,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:58:00,0.447562,0,0.006051,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 04:59:00,0.413902,0,0.002588,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:00:00,0.41586,0,0.005872,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:01:00,0.472555,0,0.008211,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:02:00,0.455354,0,0.001926,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:03:00,0.457239,0,0.000395,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:05:00,0.457034,0,0.00066,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:06:00,0.496609,0,0.001103,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:08:00,0.470859,0,0.000444,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:09:00,0.56473,0,0.000727,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:10:00,0.508112,0,0.001302,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:12:00,0.579231,0,0.001696,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:13:00,0.545127,0,0.000537,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
2026-07-23 05:14:00,0.595099,0,0.00083,0,50,250,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0
